Student,Subject,Evaluation_Type,Evaluation_Name,Exercise_Name,Grade
Sam White,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej6,2
Sam Orange,Statistics,WRITTEN_EXAM,Examen Final,Ej9,8
Dana Davis,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej1,4
Paul Green,Economics,WRITTEN_EXAM,Segundo Parcial,Ej5,7
Alice Pink,Economics,WRITTEN_EXAM,Segundo Parcial,Ej3,6
Jack Beige,Chemistry,PRACTICAL_WORK,TP1,Ej2,4
Nick Green,Statistics,WRITTEN_EXAM,Primer Parcial,Ej4,1
Grace Pink,Biology,WRITTEN_EXAM,Examen Final,Ej5,4
Liam Teal,Statistics,WRITTEN_EXAM,Examen Final,Ej3,10
Jack Beige,Economics,WRITTEN_EXAM,Primer Parcial,Ej5,4
Kelly Blue,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej3,7
Charlie Purple,Geography,PRACTICAL_WORK,TP1,Ej5,3
Jack Red,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej4,0
Frank Azure,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej2,2
Nick Pink,Geography,FINAL_PRACTICAL_WORK,TP3,Ej6,2
Charlie Azure,Geography,FINAL_PRACTICAL_WORK,TP3,Ej10,1
Nick Pink,Economics,WRITTEN_EXAM,Examen Final,Ej2,3
Frank White,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej6,5
Dana Purple,Statistics,WRITTEN_EXAM,Examen Final,Ej7,4
Charlie Azure,Geography,WRITTEN_EXAM,Examen Final,Ej10,4
Ivy Gray,Physics,WRITTEN_EXAM,Examen Final,Ej3,8
Kelly Brown,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej8,3
Bob Teal,Geography,PRACTICAL_WORK,TP4,Ej3,6
Jack White,Geography,FINAL_PRACTICAL_WORK,TP3,Ej8,8
Quincy Violet,Mathematics,WRITTEN_EXAM,Examen Final,Ej7,4
Grace Johnson,Music,PRACTICAL_WORK,TP6,Ej1,6
Ivy Purple,Mathematics,PRACTICAL_WORK,TP2,Ej3,0
Frank Purple,Mathematics,WRITTEN_EXAM,Examen Final,Ej3,6
Hank Johnson,Physics,PRACTICAL_WORK,TP1,Ej2,4
Paul Magenta,History,WRITTEN_EXAM,Segundo Parcial,Ej1,3
Mona Red,Statistics,WRITTEN_EXAM,Primer Parcial,Ej1,0
Jack White,Art,PRACTICAL_WORK,TP5,Ej1,10
Frank Green,English,WRITTEN_EXAM,Segundo Parcial,Ej18,10
Alice Pink,Statistics,WRITTEN_EXAM,Primer Parcial,Ej4,4
Hank Blue,Computer Science,PRACTICAL_WORK,TP3,Ej1,2
Bob Johnson,Computer Science,PRACTICAL_WORK,TP1,Ej1,3
Dana Davis,Biology,WRITTEN_EXAM,Primer Parcial,Ej8,0
Grace Green,Art,PRACTICAL_WORK,TP6,Ej1,10
Charlie Purple,Economics,WRITTEN_EXAM,Examen Final,Ej5,2
Eve Yellow,Economics,WRITTEN_EXAM,Examen Final,Ej4,1
Dana Pink,Statistics,WRITTEN_EXAM,Examen Final,Ej6,10
Charlie Green,Geography,PRACTICAL_WORK,TP2,Ej1,4
Hank Azure,Statistics,WRITTEN_EXAM,Examen Final,Ej8,5
Quincy Gray,Geography,PRACTICAL_WORK,TP1,Ej4,3
Dana Cyan,Economics,WRITTEN_EXAM,Segundo Parcial,Ej9,7
Nick Beige,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej5,0
Alice Brown,Physics,WRITTEN_EXAM,Primer Parcial,Ej1,7
Kelly Cyan,English,WRITTEN_EXAM,Primer Parcial,Ej20,4
Paul Cyan,Computer Science,PRACTICAL_WORK,TP10,Ej1,6
Frank Yellow,Biology,WRITTEN_EXAM,Primer Parcial,Ej2,3
Grace Brown,Biology,WRITTEN_EXAM,Primer Parcial,Ej1,7
Liam Yellow,Economics,WRITTEN_EXAM,Primer Parcial,Ej10,8
Paul Brown,Physics,PRACTICAL_WORK,TP1,Ej5,2
Olivia Indigo,Biology,WRITTEN_EXAM,Segundo Parcial,Ej4,7
Nick Red,Chemistry,WRITTEN_EXAM,Examen Final,Ej1,1
Bob Davis,Physics,WRITTEN_EXAM,Primer Parcial,Ej10,3
Grace Azure,Psychology,ORAL_EXAM,Primer Parcial,Ej1,4
Frank Cyan,Statistics,WRITTEN_EXAM,Examen Final,Ej8,8
Jack Red,Geography,PRACTICAL_WORK,TP3,Ej3,1
Kelly Cyan,Economics,WRITTEN_EXAM,Segundo Parcial,Ej2,7
Kelly Azure,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej5,4
Liam Brown,Physics,WRITTEN_EXAM,Examen Final,Ej2,4
Quincy Cyan,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej5,4
Grace Johnson,English,WRITTEN_EXAM,Primer Parcial,Ej6,3
Paul Orange,Sociology,ORAL_EXAM,Segundo Parcial,Ej1,1
Kelly Yellow,Physics,FINAL_PRACTICAL_WORK,TP3,Ej2,2
Hank Yellow,Geography,WRITTEN_EXAM,Examen Final,Ej3,7
Paul Green,Geography,PRACTICAL_WORK,TP2,Ej4,2
Eve Magenta,Statistics,WRITTEN_EXAM,Primer Parcial,Ej5,0
Eve Beige,English,WRITTEN_EXAM,Primer Parcial,Ej13,1
Eve Pink,Economics,WRITTEN_EXAM,Primer Parcial,Ej10,7
Paul Brown,Biology,WRITTEN_EXAM,Segundo Parcial,Ej5,7
Nick White,Mathematics,PRACTICAL_WORK,TP1,Ej5,3
Frank Davis,Statistics,WRITTEN_EXAM,Examen Final,Ej8,8
Paul Yellow,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej5,7
Paul Pink,Geography,WRITTEN_EXAM,Examen Final,Ej7,8
Grace Yellow,English,WRITTEN_EXAM,Primer Parcial,Ej18,5
Alice Blue,Economics,WRITTEN_EXAM,Examen Final,Ej7,7
Rita Green,Art,FINAL_PRACTICAL_WORK,TP Final,Ej1,1
Ivy Brown,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej9,0
Paul Teal,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej2,3
Paul White,English,WRITTEN_EXAM,Primer Parcial,Ej4,10
Rita Magenta,Computer Science,PRACTICAL_WORK,TP10,Ej1,10
Hank Blue,Economics,WRITTEN_EXAM,Segundo Parcial,Ej10,3
Eve Pink,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej1,4
Charlie Azure,Chemistry,PRACTICAL_WORK,TP1,Ej2,7
Jack Purple,Mathematics,PRACTICAL_WORK,TP1,Ej4,7
Charlie Teal,Physics,WRITTEN_EXAM,Examen Final,Ej4,8
Dana Indigo,Physics,FINAL_PRACTICAL_WORK,TP3,Ej3,4
Quincy Blue,Economics,WRITTEN_EXAM,Primer Parcial,Ej10,3
Liam White,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej7,7
Charlie Pink,Physics,PRACTICAL_WORK,TP2,Ej2,5
Liam Azure,Statistics,WRITTEN_EXAM,Primer Parcial,Ej4,2
Quincy Cyan,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej7,4
Charlie Black,Music,PRACTICAL_WORK,TP3,Ej1,7
Sam White,Biology,WRITTEN_EXAM,Primer Parcial,Ej10,0
Grace Violet,Biology,WRITTEN_EXAM,Primer Parcial,Ej7,7
Charlie Beige,Physics,WRITTEN_EXAM,Segundo Parcial,Ej5,7
Hank Blue,Economics,WRITTEN_EXAM,Examen Final,Ej6,5
Olivia Magenta,Physics,WRITTEN_EXAM,Primer Parcial,Ej8,5
Hank Cyan,Computer Science,PRACTICAL_WORK,TP2,Ej1,7
Jack Purple,Geography,PRACTICAL_WORK,TP3,Ej1,5
Paul Black,Biology,WRITTEN_EXAM,Examen Final,Ej3,2
Hank Yellow,Geography,PRACTICAL_WORK,TP4,Ej5,0
Ivy Pink,English,WRITTEN_EXAM,Segundo Parcial,Ej18,5
Alice Blue,Statistics,WRITTEN_EXAM,Examen Final,Ej9,6
Nick Purple,Physics,WRITTEN_EXAM,Primer Parcial,Ej6,6
Bob Magenta,Statistics,WRITTEN_EXAM,Primer Parcial,Ej10,3
Paul Magenta,Physics,PRACTICAL_WORK,TP1,Ej4,6
Charlie White,Mathematics,PRACTICAL_WORK,TP2,Ej3,6
Grace Cyan,Biology,WRITTEN_EXAM,Examen Final,Ej3,7
Charlie Violet,Computer Science,PRACTICAL_WORK,TP6,Ej1,3
Liam Teal,Economics,WRITTEN_EXAM,Primer Parcial,Ej7,1
Mona Indigo,Geography,WRITTEN_EXAM,Examen Final,Ej5,8
Liam Purple,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej8,4
Charlie Pink,Mathematics,PRACTICAL_WORK,TP3,Ej1,3
Kelly Violet,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej3,1
Quincy Violet,Physics,WRITTEN_EXAM,Segundo Parcial,Ej7,10
Charlie Johnson,Music,FINAL_PRACTICAL_WORK,TP Final,Ej1,3
Olivia Purple,Chemistry,PRACTICAL_WORK,TP1,Ej1,1
Quincy Cyan,Chemistry,WRITTEN_EXAM,Examen Final,Ej8,6
Charlie Brown,Biology,WRITTEN_EXAM,Primer Parcial,Ej10,8
Kelly Violet,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej6,9
Grace Purple,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej3,3
Frank Purple,Physics,WRITTEN_EXAM,Examen Final,Ej6,9
Paul Magenta,Mathematics,PRACTICAL_WORK,TP2,Ej5,2
Nick Cyan,Economics,WRITTEN_EXAM,Primer Parcial,Ej9,6
Jack Cyan,Economics,WRITTEN_EXAM,Examen Final,Ej8,1
Paul Red,Physics,WRITTEN_EXAM,Examen Final,Ej7,10
Frank Yellow,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej2,5
Liam Cyan,Mathematics,PRACTICAL_WORK,TP1,Ej3,0
Sam Violet,Music,PRACTICAL_WORK,TP4,Ej1,1
Grace Brown,Physics,WRITTEN_EXAM,Primer Parcial,Ej10,7
Kelly Yellow,Geography,WRITTEN_EXAM,Examen Final,Ej4,6
Nick Violet,Chemistry,PRACTICAL_WORK,TP1,Ej1,2
Sam Brown,Physics,WRITTEN_EXAM,Segundo Parcial,Ej5,10
Paul Cyan,English,WRITTEN_EXAM,Segundo Parcial,Ej3,5
Sam Magenta,Biology,WRITTEN_EXAM,Primer Parcial,Ej4,10
Mona Davis,Geography,WRITTEN_EXAM,Examen Final,Ej8,7
Rita Gray,Philosophy,ORAL_EXAM,Segundo Parcial,Ej1,5
Olivia Orange,Physics,WRITTEN_EXAM,Examen Final,Ej10,3
Eve Black,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej9,1
Alice Magenta,English,WRITTEN_EXAM,Segundo Parcial,Ej20,6
Alice Blue,Art,PRACTICAL_WORK,TP10,Ej1,5
Hank Blue,Physics,WRITTEN_EXAM,Primer Parcial,Ej1,6
Liam Pink,Mathematics,WRITTEN_EXAM,Examen Final,Ej5,1
Sam Violet,Geography,PRACTICAL_WORK,TP2,Ej2,6
Olivia Cyan,Philosophy,ORAL_EXAM,Primer Parcial,Ej1,7
Rita Indigo,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej6,10
Jack Yellow,Art,PRACTICAL_WORK,TP8,Ej1,8
Liam Azure,Geography,PRACTICAL_WORK,TP1,Ej1,6
Dana Johnson,Geography,FINAL_PRACTICAL_WORK,TP3,Ej8,0
Frank Johnson,Statistics,WRITTEN_EXAM,Examen Final,Ej6,1
Sam Azure,Physics,WRITTEN_EXAM,Examen Final,Ej3,9
Quincy Johnson,Art,PRACTICAL_WORK,TP10,Ej1,3
Kelly Cyan,Statistics,WRITTEN_EXAM,Primer Parcial,Ej8,1
Mona Cyan,Statistics,WRITTEN_EXAM,Primer Parcial,Ej5,2
Quincy Yellow,Geography,FINAL_PRACTICAL_WORK,TP3,Ej1,9
Hank Indigo,Geography,PRACTICAL_WORK,TP2,Ej3,5
Hank Cyan,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej3,5
Charlie Gray,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej3,6
Dana Blue,Geography,WRITTEN_EXAM,Examen Final,Ej6,8
Alice Brown,Physics,PRACTICAL_WORK,TP2,Ej5,1
Nick Purple,Physics,PRACTICAL_WORK,TP1,Ej1,1
Rita Brown,Geography,PRACTICAL_WORK,TP2,Ej2,2
Kelly Brown,English,WRITTEN_EXAM,Primer Parcial,Ej14,6
Kelly Green,Geography,PRACTICAL_WORK,TP4,Ej1,3
Ivy Pink,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej7,8
Hank Johnson,Economics,WRITTEN_EXAM,Primer Parcial,Ej9,3
Grace White,English,WRITTEN_EXAM,Primer Parcial,Ej10,6
Nick Cyan,Physics,WRITTEN_EXAM,Segundo Parcial,Ej9,10
Olivia Johnson,Geography,PRACTICAL_WORK,TP3,Ej5,2
Quincy Cyan,Physics,WRITTEN_EXAM,Examen Final,Ej9,4
Frank Cyan,Economics,WRITTEN_EXAM,Primer Parcial,Ej9,1
Eve Purple,History,WRITTEN_EXAM,Examen Final,Ej1,8
Eve Beige,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej2,3
Alice Violet,Geography,FINAL_PRACTICAL_WORK,TP3,Ej3,6
Paul Gray,Music,PRACTICAL_WORK,TP7,Ej1,0
Grace Orange,Physics,WRITTEN_EXAM,Segundo Parcial,Ej9,3
Jack Beige,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej7,2
Liam Teal,Economics,WRITTEN_EXAM,Primer Parcial,Ej8,5
Jack Purple,Economics,WRITTEN_EXAM,Examen Final,Ej8,7
Kelly Yellow,Physics,WRITTEN_EXAM,Examen Final,Ej3,7
Eve Purple,Geography,PRACTICAL_WORK,TP3,Ej4,4
Quincy Green,Mathematics,WRITTEN_EXAM,Examen Final,Ej7,6
Charlie Blue,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej2,9
Frank Beige,Economics,WRITTEN_EXAM,Examen Final,Ej9,9
Quincy Beige,Chemistry,WRITTEN_EXAM,Examen Final,Ej6,1
Liam Indigo,English,WRITTEN_EXAM,Segundo Parcial,Ej4,10
Ivy Gray,Economics,WRITTEN_EXAM,Primer Parcial,Ej8,2
Mona White,Physics,WRITTEN_EXAM,Segundo Parcial,Ej5,3
Eve Indigo,Economics,WRITTEN_EXAM,Primer Parcial,Ej4,3
Liam Green,Economics,WRITTEN_EXAM,Primer Parcial,Ej4,7
Mona White,Music,PRACTICAL_WORK,TP1,Ej1,7
Sam Orange,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej7,2
Paul Violet,Geography,FINAL_PRACTICAL_WORK,TP3,Ej1,5
Paul Orange,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej2,3
Charlie Orange,Music,PRACTICAL_WORK,TP9,Ej1,6
Paul Azure,Chemistry,PRACTICAL_WORK,TP2,Ej1,2
Dana Magenta,Mathematics,PRACTICAL_WORK,TP3,Ej3,4
Paul Violet,Biology,WRITTEN_EXAM,Primer Parcial,Ej2,0
Paul Indigo,Geography,WRITTEN_EXAM,Examen Final,Ej7,7
Grace Davis,English,WRITTEN_EXAM,Segundo Parcial,Ej2,3
Hank Davis,Music,PRACTICAL_WORK,TP4,Ej1,6
Charlie Brown,Biology,WRITTEN_EXAM,Segundo Parcial,Ej3,5
Alice Green,Chemistry,PRACTICAL_WORK,TP1,Ej3,2
Bob Brown,English,WRITTEN_EXAM,Segundo Parcial,Ej6,9
Alice Cyan,Geography,PRACTICAL_WORK,TP4,Ej5,5
Ivy Johnson,Chemistry,WRITTEN_EXAM,Examen Final,Ej8,4
Eve Gray,Physics,PRACTICAL_WORK,TP2,Ej1,0
Kelly Azure,Statistics,WRITTEN_EXAM,Primer Parcial,Ej5,8
Charlie Red,Computer Science,PRACTICAL_WORK,TP5,Ej1,2
Frank Brown,Computer Science,PRACTICAL_WORK,TP3,Ej1,2
Kelly Blue,Physics,WRITTEN_EXAM,Examen Final,Ej1,7
Liam Pink,Art,PRACTICAL_WORK,TP8,Ej1,9
Alice Brown,Economics,WRITTEN_EXAM,Examen Final,Ej3,5
Nick Beige,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej10,7
Grace Beige,English,WRITTEN_EXAM,Segundo Parcial,Ej15,9
Charlie Violet,Geography,PRACTICAL_WORK,TP4,Ej1,0
Dana Brown,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej4,1
Alice Green,Economics,WRITTEN_EXAM,Examen Final,Ej6,4
Jack Magenta,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej10,0
Eve Orange,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej5,4
Liam Davis,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej8,4
Kelly Black,Geography,PRACTICAL_WORK,TP2,Ej3,9
Eve Indigo,Psychology,ORAL_EXAM,Primer Parcial,Ej1,5
Mona Yellow,Physics,WRITTEN_EXAM,Examen Final,Ej1,8
Kelly Beige,Geography,PRACTICAL_WORK,TP1,Ej3,4
Hank Black,Geography,PRACTICAL_WORK,TP4,Ej3,1
Ivy Cyan,Mathematics,WRITTEN_EXAM,Examen Final,Ej3,8
Kelly Azure,Statistics,WRITTEN_EXAM,Primer Parcial,Ej2,9
Olivia Orange,Physics,WRITTEN_EXAM,Primer Parcial,Ej6,7
Hank Brown,Mathematics,WRITTEN_EXAM,Examen Final,Ej4,4
Rita Pink,Geography,FINAL_PRACTICAL_WORK,TP3,Ej4,6
Ivy Orange,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej2,1
Paul White,English,WRITTEN_EXAM,Segundo Parcial,Ej1,2
Sam Brown,History,WRITTEN_EXAM,Primer Parcial,Ej1,5
Eve Indigo,Physics,WRITTEN_EXAM,Examen Final,Ej4,0
Hank Cyan,Biology,WRITTEN_EXAM,Examen Final,Ej2,7
Mona Black,Geography,PRACTICAL_WORK,TP1,Ej1,8
Charlie Beige,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej1,0
Frank Gray,Physics,WRITTEN_EXAM,Segundo Parcial,Ej10,10
Charlie Black,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej3,7
Hank Violet,Geography,PRACTICAL_WORK,TP2,Ej1,6
Kelly Pink,Music,PRACTICAL_WORK,TP10,Ej1,3
Quincy Black,Geography,PRACTICAL_WORK,TP2,Ej4,8
Jack Orange,Economics,WRITTEN_EXAM,Segundo Parcial,Ej9,5
Ivy Cyan,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej9,0
Eve Brown,Computer Science,PRACTICAL_WORK,TP2,Ej1,0
Frank Teal,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej8,4
Rita Brown,Chemistry,WRITTEN_EXAM,Examen Final,Ej1,1
Kelly Gray,Biology,WRITTEN_EXAM,Examen Final,Ej4,2
Hank Violet,Statistics,WRITTEN_EXAM,Primer Parcial,Ej1,4
Eve Brown,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej5,3
Dana Red,Physics,WRITTEN_EXAM,Segundo Parcial,Ej9,3
Kelly Orange,English,WRITTEN_EXAM,Segundo Parcial,Ej11,7
Kelly Johnson,Chemistry,WRITTEN_EXAM,Examen Final,Ej5,9
Jack Violet,Statistics,WRITTEN_EXAM,Examen Final,Ej4,5
Jack Purple,Geography,WRITTEN_EXAM,Examen Final,Ej1,6
Nick Orange,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej3,9
Rita Teal,Statistics,WRITTEN_EXAM,Primer Parcial,Ej3,10
Charlie Beige,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej6,4
Bob Azure,Physics,PRACTICAL_WORK,TP1,Ej5,2
Eve Johnson,Geography,WRITTEN_EXAM,Examen Final,Ej7,3
Eve Pink,Chemistry,WRITTEN_EXAM,Examen Final,Ej6,5
Liam Beige,Computer Science,PRACTICAL_WORK,TP4,Ej1,4
Sam Magenta,Physics,PRACTICAL_WORK,TP2,Ej5,6
Frank Brown,Chemistry,WRITTEN_EXAM,Examen Final,Ej3,9
Dana Teal,Statistics,WRITTEN_EXAM,Examen Final,Ej10,3
Hank Yellow,English,WRITTEN_EXAM,Primer Parcial,Ej4,9
Ivy Green,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej4,4
Charlie Purple,Economics,WRITTEN_EXAM,Examen Final,Ej1,1
Alice Red,Mathematics,PRACTICAL_WORK,TP2,Ej1,4
Alice Orange,Geography,WRITTEN_EXAM,Examen Final,Ej5,7
Olivia Red,Physics,WRITTEN_EXAM,Examen Final,Ej5,2
Mona Red,Geography,FINAL_PRACTICAL_WORK,TP3,Ej6,0
Mona Azure,Biology,WRITTEN_EXAM,Primer Parcial,Ej10,7
Hank Brown,Mathematics,PRACTICAL_WORK,TP2,Ej2,3
Dana White,Physics,WRITTEN_EXAM,Examen Final,Ej2,6
Ivy Blue,Biology,WRITTEN_EXAM,Segundo Parcial,Ej9,9
Olivia Teal,English,WRITTEN_EXAM,Primer Parcial,Ej19,5
Hank Gray,Music,FINAL_PRACTICAL_WORK,TP Final,Ej1,0
Frank Purple,Physics,WRITTEN_EXAM,Segundo Parcial,Ej4,0
Quincy Red,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej5,2
Quincy Green,English,WRITTEN_EXAM,Primer Parcial,Ej6,3
Rita Teal,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej2,10
Charlie Johnson,Economics,WRITTEN_EXAM,Examen Final,Ej4,3
Grace Johnson,Geography,PRACTICAL_WORK,TP4,Ej5,2
Liam Blue,Economics,WRITTEN_EXAM,Segundo Parcial,Ej10,0
Nick Brown,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej7,5
Charlie White,Philosophy,ORAL_EXAM,Examen Final,Ej1,7
Dana Johnson,English,WRITTEN_EXAM,Segundo Parcial,Ej2,6
Alice Johnson,Biology,WRITTEN_EXAM,Segundo Parcial,Ej3,3
Rita Cyan,Chemistry,PRACTICAL_WORK,TP1,Ej1,4
Quincy Black,Music,PRACTICAL_WORK,TP3,Ej1,9
Charlie Brown,Art,PRACTICAL_WORK,TP2,Ej1,6
Quincy Cyan,Physics,WRITTEN_EXAM,Primer Parcial,Ej2,3
Rita Black,Biology,WRITTEN_EXAM,Segundo Parcial,Ej10,6
Eve Violet,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej6,4
Paul Beige,Mathematics,PRACTICAL_WORK,TP1,Ej1,7
Grace Magenta,Economics,WRITTEN_EXAM,Primer Parcial,Ej5,9
Liam Brown,Mathematics,PRACTICAL_WORK,TP1,Ej2,1
Alice Gray,Geography,PRACTICAL_WORK,TP2,Ej2,9
Sam Blue,Physics,FINAL_PRACTICAL_WORK,TP3,Ej3,7
Eve Indigo,Geography,PRACTICAL_WORK,TP1,Ej3,6
Hank Teal,Physics,WRITTEN_EXAM,Examen Final,Ej8,10
Dana Pink,Physics,WRITTEN_EXAM,Segundo Parcial,Ej3,10
Frank Purple,Economics,WRITTEN_EXAM,Examen Final,Ej7,1
Nick Yellow,Chemistry,WRITTEN_EXAM,Examen Final,Ej4,7
Liam Johnson,Art,PRACTICAL_WORK,TP2,Ej1,9
Grace Red,Physics,PRACTICAL_WORK,TP1,Ej4,3
Quincy Beige,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej10,5
Jack Yellow,Economics,WRITTEN_EXAM,Examen Final,Ej3,8
Paul Magenta,Geography,PRACTICAL_WORK,TP1,Ej1,2
Mona Gray,Chemistry,PRACTICAL_WORK,TP2,Ej1,2
Jack Magenta,Psychology,ORAL_EXAM,Primer Parcial,Ej1,7
Nick Black,Music,PRACTICAL_WORK,TP8,Ej1,9
Quincy Violet,Geography,PRACTICAL_WORK,TP4,Ej4,7
Hank Purple,Geography,PRACTICAL_WORK,TP2,Ej1,3
Jack Violet,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej5,4
Ivy Brown,English,WRITTEN_EXAM,Primer Parcial,Ej14,5
Nick Brown,Economics,WRITTEN_EXAM,Segundo Parcial,Ej7,7
Quincy Johnson,Biology,WRITTEN_EXAM,Segundo Parcial,Ej3,6
Olivia Beige,Physics,FINAL_PRACTICAL_WORK,TP3,Ej4,8
Ivy Blue,Mathematics,WRITTEN_EXAM,Examen Final,Ej7,2
Dana Green,Mathematics,PRACTICAL_WORK,TP1,Ej3,1
Alice Teal,Statistics,WRITTEN_EXAM,Primer Parcial,Ej7,3
Olivia Johnson,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej1,3
Dana Magenta,Statistics,WRITTEN_EXAM,Examen Final,Ej4,0
Kelly Indigo,Geography,FINAL_PRACTICAL_WORK,TP3,Ej10,6
Olivia Davis,Mathematics,WRITTEN_EXAM,Examen Final,Ej8,7
Rita Yellow,Geography,FINAL_PRACTICAL_WORK,TP3,Ej10,3
Jack Black,Music,PRACTICAL_WORK,TP1,Ej1,4
Hank Johnson,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej5,9
Kelly Davis,Geography,PRACTICAL_WORK,TP2,Ej1,2
Frank Black,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej5,3
Eve Orange,Biology,WRITTEN_EXAM,Primer Parcial,Ej7,7
Grace Indigo,Statistics,WRITTEN_EXAM,Examen Final,Ej2,10
Bob Brown,Geography,PRACTICAL_WORK,TP2,Ej4,8
Alice Indigo,Sociology,ORAL_EXAM,Examen Final,Ej1,9
Alice Johnson,Statistics,WRITTEN_EXAM,Examen Final,Ej5,0
Bob Gray,Music,PRACTICAL_WORK,TP2,Ej1,5
Quincy White,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej3,1
Charlie Magenta,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej2,2
Bob White,Art,PRACTICAL_WORK,TP9,Ej1,2
Rita White,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej3,6
Bob White,Geography,PRACTICAL_WORK,TP3,Ej3,5
Kelly Blue,Economics,WRITTEN_EXAM,Primer Parcial,Ej5,5
Charlie Cyan,Art,PRACTICAL_WORK,TP8,Ej1,2
Sam Beige,Geography,PRACTICAL_WORK,TP2,Ej2,2
Dana Red,Chemistry,WRITTEN_EXAM,Examen Final,Ej2,7
Rita Indigo,Biology,WRITTEN_EXAM,Primer Parcial,Ej4,7
Grace Pink,Biology,WRITTEN_EXAM,Segundo Parcial,Ej9,7
Mona Red,Biology,WRITTEN_EXAM,Segundo Parcial,Ej1,1
Paul Teal,Economics,WRITTEN_EXAM,Examen Final,Ej8,8
Jack Davis,Mathematics,PRACTICAL_WORK,TP1,Ej4,2
Bob White,Geography,PRACTICAL_WORK,TP3,Ej1,8
Hank Purple,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej2,8
Olivia Red,Biology,WRITTEN_EXAM,Examen Final,Ej4,2
Bob Violet,English,WRITTEN_EXAM,Primer Parcial,Ej11,4
Eve Red,Geography,FINAL_PRACTICAL_WORK,TP3,Ej8,4
Eve Orange,Statistics,WRITTEN_EXAM,Primer Parcial,Ej4,10
Dana Pink,English,WRITTEN_EXAM,Primer Parcial,Ej1,7
Paul Yellow,Geography,PRACTICAL_WORK,TP2,Ej1,7
Paul Cyan,Music,PRACTICAL_WORK,TP4,Ej1,2
Quincy Gray,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej3,3
Eve Gray,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej10,7
Bob Cyan,Physics,FINAL_PRACTICAL_WORK,TP3,Ej4,6
Quincy Gray,Physics,PRACTICAL_WORK,TP2,Ej4,2
Grace Cyan,Mathematics,PRACTICAL_WORK,TP1,Ej5,2
Nick Purple,Chemistry,WRITTEN_EXAM,Examen Final,Ej9,9
Mona Indigo,Physics,WRITTEN_EXAM,Segundo Parcial,Ej8,8
